id,event_time,zipcode,price,bedrooms,bathrooms,sqft_living,city,state,county,price_per_sqft,avg_price_by_city,avg_price_per_sqft_by_city,above_avg_price_per_sqft
2beb6fdb-2e4f-435b-91eb-31223325dc37,2024-10-27T17:39:31Z,46217.0,269900.0,2.0,2.0,1626.0,Indianapolis,Indiana,Marion,165.99015990159901,284834.3126410835,156.12239677079853,1
318c6e48-a50a-45be-bc1f-7c0c193fd2c1,2024-10-27T17:39:31Z,32258.0,459000.0,3.0,2.0,1886.0,Jacksonville,Florida,Duval,243.37221633085895,364537.26769911504,202.34902062664602,1
cd5a03ae-da77-4cc0-809a-a92aca903db4,2024-10-27T17:39:31Z,28211.0,290000.0,2.0,2.0,1397.0,Charlotte,North Carolina,Mecklenburg,207.58768790264853,575322.4132321042,267.753556179067,0
3334237d-5cfa-4251-8ae1-3432cc33ff90,2024-10-27T17:39:31Z,70117.0,125000.0,4.0,2.0,1368.0,New Orleans,Louisiana,Orleans,91.37426900584795,484183.95249695494,239.3294423596209,0
2fb4d068-d459-4843-9cd8-ac07075cbe98,2024-10-27T17:39:31Z,85715.0,210000.0,2.0,1.0,934.0,Tucson,Arizona,Pima,224.83940042826552,477680.9922308546,242.6050499075489,0
6698e9a4-7e6b-4942-9c7d-bfd80ee6f294,2024-10-27T17:39:31Z,93705.0,300000.0,2.0,1.0,897.0,Fresno,California,Fresno,334.44816053511704,451738.3424036281,242.1265296314204,1
1223d814-f63c-4f30-9b69-7db5bf006360,2024-10-27T17:39:31Z,98675.0,458900.0,3.0,3.0,2500.0,Yacolt,Washington,Unknown,183.56,466950.0,186.78,0
b1136adc-7de3-4eae-bacb-c2af03b63ee7,2024-10-27T17:39:31Z,80916.0,419318.0,3.0,2.0,1949.0,Colorado Springs,Colorado,El Paso,215.1452026680349,550677.8093607306,241.69449029218978,0
45b6afbe-5c30-4bee-96f8-1f373450d84d,2024-10-27T17:39:31Z,38127.0,75000.0,2.0,2.0,1000.0,Memphis,Tennessee,Shelby,75.0,265307.38385093166,234.76861949752632,0
d8d3e7b3-5368-4242-bcfc-2bf3693dfa64,2024-10-27T17:39:31Z,46219.0,240000.0,3.0,2.0,1601.0,Indianapolis,Indiana,Marion,149.9063085571518,284834.3126410835,156.12239677079853,0
c05d17d7-36df-4768-87a7-968fc807b7be,2024-10-27T17:39:31Z,32536.0,279000.0,3.0,3.0,2500.0,Crestview,Florida,Unknown,111.6,327366.1666666667,130.94646666666668,0
1d96506e-af5d-406c-8f89-197f9d66a6ca,2024-10-27T17:39:31Z,38114.0,106000.0,2.0,1.0,100.0,Memphis,Tennessee,Shelby,1060.0,265307.38385093166,234.76861949752632,1
